user_id,is_active
7d3ef17e-4843-4155-b1fc-4f8bbe429366,True
2a54867a-7b20-4272-b906-de5b4fbd8ea2,True
c518fd1c-a6bb-48ee-af41-e8a6b94e49f4,True
827079b9-0f56-454e-a8b6-28d540640865,False
7cfe97b7-ab44-432b-a2a9-526cc4705b06,True
06a9f373-4801-48eb-b2e0-6af8a58cceb9,True
04f5445a-8ef7-4744-8385-53ffc201b0f7,True
b2d30a62-36bd-41c6-8221-987d5c4cd707,True
0c652796-5295-434b-af1c-ad3147687141,True
32421307-8919-43fa-b54f-7a30e2c7a4f1,True
08a0c8cf-67b8-446b-9051-534e3aba618b,True
8e6bdf30-ce70-4d5a-8b4d-dbcf04744a68,True
320f4a89-be2d-4884-bfa7-9b7c936bc360,True
87eb181b-f451-41b5-ad3b-f6343bcd0205,True
fa257f55-33f5-4b30-a253-cdec0683b136,True
22fbb105-2581-44b4-8e16-09d77e77b3dd,True
7796dc4f-2971-4ab9-a725-5b9a7b3fb0fb,True
8a8db9a1-65c8-4aeb-a565-8d5ac9b59819,True
11890616-00b1-4031-8c16-83ea7648c4bf,True
41174ee9-42d5-4869-88c9-5a5bf0e8ea4c,True
2a77d7d6-27f6-4424-a77e-2187b174204f,True
f2feec83-e95f-4d1c-8333-00e06a5da615,True
042ee944-5b62-4c7d-84cf-0fe5d6ebfb60,True
4e989bd0-c33b-4866-8b7e-f95818bc5092,True
51131eda-9bac-430a-ad1c-6327994a3ee2,True
3538852e-f6c7-427c-842f-f5464187d933,True
91703081-7fb3-4510-982e-d2d3cd95b4d1,True
34364bf6-fa23-494d-ac7f-43e33635bde6,True
c1ede4a2-0b60-459d-a568-20e0d29dc86c,True
51dd182c-c912-48d7-ba14-a533c03ffe1a,True
4f11da6a-6341-416c-b410-e0fdf09c83ca,True
ed9688dc-5188-4340-b8c1-e6416d8d82ed,True
950de40e-73de-4529-a1f5-989908cc69f9,True
9f2f4cb1-5b7a-40e0-a1d9-c9249f6cab24,True
f34a27ed-63a0-4ebb-b8d3-f4183705f182,True
ad04160d-67f8-4582-9898-2d21c873004e,True
84de9e21-332f-471d-9b6f-6f8686b61af7,True
18372ee8-733a-46cb-ad77-4e0c1b683cb2,True
9d40533b-09d0-4178-acf9-6f426c4342e1,True
579e8afa-9351-4828-8eef-eacb46a68fc0,True
2485c787-c9ad-418e-9334-ba946c338cef,True
d5b88253-2173-41df-b765-23d339481219,True
4944cede-e298-40eb-a692-41055a0f8d9f,True
2f28fb55-7318-4f2b-8a3c-214681ec6bd1,True
1f344bd4-7b86-476b-bbb7-e115103c25dc,True
fdc58b77-3002-42ef-bb3b-842e39a65a71,True
ea21e833-3178-4419-b67a-0e4a3903adcf,True
b01ab5d3-0086-4aa5-90b0-ce2c0dceaa34,True
546aa294-7c8a-4b9f-9a69-8b0a42dc06ad,True
a23e98db-2997-4e88-982d-57bd3ce1384b,True
440cc578-1d4c-4db4-ac65-7edf4a34f7b5,True
6772b7e0-b2f6-4b0e-99f8-7b924cc536c2,True
04fa1343-1fc7-419a-8880-b959c6e4457f,True
f341218b-5f8a-4ae9-a8cf-883795c7bb7d,True
0747db4f-68ed-41ca-a1c8-206de7d8c0fb,True
6058b10e-4ef6-4536-91a4-81448de0bf25,True
c573714a-53b2-49e5-836c-4ffd1dad421c,True
ac8f67a4-cc72-4ca3-9fbc-facf61284fff,False
77cf8273-6d01-40bd-b7c5-b2afb7734aec,False
5a3565b5-1c1c-409b-8ee5-7552491dee4d,True
9c78102f-2aee-425b-8e5c-c0063de30662,True
63cd76cc-5582-433f-b965-308870ab9d1a,False
a4c38059-e97c-4bdb-8e49-b89a49f16810,True
6c2947d5-897d-4b1b-8b14-507185c0c45e,True
779707cc-22eb-48ef-b552-1f766f9057bc,True
5a058cc6-0400-4020-a054-18e6286a5e44,True
4a210292-bc67-4330-80bb-97a651015da3,True
a3a1d242-707f-49d8-84ab-85d7c72b908d,True
49a8885c-4959-49ae-92ca-cdd7815be464,True
c3431563-1122-41f2-b971-f979fe8ad104,True
f7129595-1b91-4059-83fc-a36d9a667934,True
9ebda8c1-9681-4bfc-9411-251e43dfaf19,True
39d33986-e25b-4162-a622-34c592decf7b,True
57edf880-5c70-4aa1-b82b-cc910145a270,True
f47d5530-8726-4767-b616-5cceb868b61a,True
55b965f9-c5f0-4eff-a341-abd86cdf9cc5,True
afc8562e-7561-4c47-8ae5-fe3be10c717e,True
183cb325-dd9b-4b1f-ba4a-e917f8d85a73,True
627c6ac7-0da0-4393-9882-fadede2f38d9,True
127ed7d9-cc39-451d-a5b7-5cf106146d51,False
45022499-8ae8-4aa7-b8c5-8a4a75ba28c2,True
8ad03d1f-c3ad-4e0a-abd2-0050ab505e93,True
4c307c8d-a915-43fb-b48c-04c1ee6e6acc,True
10eb3e1d-aa1b-4a0b-846d-a76caae2ff42,True
98a9b478-4e03-45b2-9b50-dfc55a9ede87,True
743039de-d264-4168-89d3-ef0c3377d77e,True
bc474e12-091e-43e6-84ea-0f2e42290794,True
6af54f6c-dcad-435f-ac8b-8c6bd2f3a9ec,False
db42b6a6-541e-4720-b572-f10a31518a12,True
080a8edc-1bea-49f0-84dc-4b90047743bd,True
b7af2db5-cdf1-4857-9cfc-637c0662acb7,True
a10c654f-e003-46ce-adf2-13c187c394ba,True
2860007c-5e34-4db8-9031-acfccc2fb6fc,False
a499fdc1-14e3-40a7-b2af-3032084efb6a,True
d7beadb1-019f-4b2d-9f7e-e9398f720fef,True
bbc2884d-6fc1-4745-a11f-4c703c0da990,True
a670ad91-cf2f-4e70-ad77-a7e1c73f8888,True
06677839-c032-43a2-8fa6-e074ee72664f,True
55ca9903-0253-450d-ab45-49ab18e1da61,True
dd70979d-18bc-47e3-be3b-4cdb023f77ba,True
685ec2bf-1d29-43dd-a225-9b5f674ce2f5,True
aad67a37-8e01-4473-bc14-d07d29825f1d,True
4397fdb6-fedf-448e-a8d5-3e483e3f3ea6,False
d0b8e27a-b1ff-4b32-84a3-b2a14c68c853,False
0539efc0-1042-4288-abf5-b8cc20f6d674,True
6a796fe3-a6ce-4073-9ccc-4e0e2a0a0453,True
